periodo;ultimo_cierre;id;tipo_oc;n;beta;cambio_SL;trigger;SL_LP;Status;Monto Compra (lotes);Valor_actual
2022-01-26 19:00:00;2573,05;983;I;2571,585172413793;4,53985664939386;;2571,585172413793;1209,628177595635;Abierta;0,1;0
2022-01-26 19:00:00;2573,05;985;I;2481,0513793103446;4,559094775540445;;2481,0513793103446;1113,3229466482112;Abierta;0,1;0
2022-01-26 20:00:00;2517,39;990;I;2481,0513793103446;4,558614762470023;;2481,0513793103446;1113,4669505693378;Abierta;0,1;0
2022-01-26 21:00:00;2417,28;996;I;2390,5175862068963;4,577259365931633;;2390,5175862068963;1017,3397764274066;Abierta;0,1;0
2022-01-27 01:00:00;2390,75;1001;I;2390,5175862068963;4,575076711794022;;2390,5175862068963;1017,9945726686899;Abierta;0,1;0
2022-01-27 02:00:00;2388,89;1006;S;2390,5175862068963;4,5744977595287315;2414,4227620689653;2438,566989689655;1066,217661831036;Abierta;0,1;0
2022-01-27 08:00:00;2439,83;1011;I;2390,5175862068963;4,571128086625584;;2390,5175862068963;1019,1791602192213;Abierta;0,1;0
2022-01-27 19:00:00;2394,13;1016;I;2390,5175862068963;4,5656259382055095;;2390,5175862068963;1020,8298047452436;Abierta;0,1;0
2022-01-27 20:00:00;2337,71;1021;S;2390,5175862068963;4,5650603035617765;2414,4227620689653;2438,566989689655;1069,0488986211224;Abierta;0,1;0
2022-01-28 00:00:00;2431,12;1026;I;2390,5175862068963;4,56299658804343;;2390,5175862068963;1021,6186097938671;Abierta;0,1;0
2022-01-28 01:00:00;2396,2;1031;I;2390,5175862068963;4,5624848451554545;;2390,5175862068963;1021,77213266026;Abierta;0,1;0
2022-01-28 02:00:00;2404,56;1036;I;2390,5175862068963;4,561981192403936;;2390,5175862068963;1021,9232284857158;Abierta;0,1;0
2022-01-28 07:00:00;2389,93;1041;S;2390,5175862068963;4,55957980307096;2414,4227620689653;2438,566989689655;1070,6930487683671;Abierta;0,1;0
2022-01-28 14:00:00;2395,28;1046;I;2390,5175862068963;4,556173097717393;;2390,5175862068963;1023,6656568916785;Abierta;0,1;0
2022-01-28 15:00:00;2442,12;1050;S;2481,0513793103446;4,5374544962160375;2505,861893103448;2530,9205120344823;1169,6841631696711;Abierta;0,1;0
2022-01-28 21:00:00;2535,34;1053;S;2571,585172413793;4,5168845142564855;2597,3010241379307;2623,27403437931;1268,2086801023643;Abierta;0,1;0
2022-01-29 20:00:00;2605,89;1058;I;2571,585172413793;4,509367398823752;;2571,585172413793;1218,7749527666674;Abierta;0,1;0
2022-01-30 00:00:00;2569,99;1063;S;2571,585172413793;4,5081975013230915;2597,3010241379307;2623,27403437931;1270,8147839823826;Abierta;0,1;0
2022-01-30 07:00:00;2619,69;1068;I;2571,585172413793;4,5061832721730255;;2571,585172413793;1219,730190761885;Abierta;0,1;0
2022-01-30 19:00:00;2560,93;1073;S;2571,585172413793;4,502901865618828;2597,3010241379307;2623,27403437931;1272,4034746936618;Abierta;0,1;0
2022-01-30 23:00:00;2603,45;1078;I;2571,585172413793;4,5017869700072035;;2571,585172413793;1221,049081411632;Abierta;0,1;0
2022-01-31 00:00:00;2540,69;1085;I;2481,0513793103446;4,519001174234832;;2481,0513793103446;1125,351027039895;Abierta;0,1;0
2022-01-31 04:00:00;2499,2;1088;S;2571,585172413793;4,500282392374699;2597,3010241379307;2623,27403437931;1273,1893166669001;Abierta;0,1;0
2022-02-01 09:00:00;2737,22;1100;I;2713,330689655172;4,466587941876695;;2713,330689655172;1373,3543070921637;Abierta;0,1;0
2022-02-02 14:00:00;2686,0;1106;S;2713,330689655172;4,461832565007397;2740,463996551724;2767,868636517241;1429,3188670150223;Abierta;0,1;0
2022-02-04 10:00:00;2831,9;1123;I;2805,5741379310343;4,43704769978774;;2805,5741379310343;1474,4598279947122;Abierta;0,1;0
2022-02-04 13:00:00;2773,37;1130;S;2805,5741379310343;4,436672196680005;2833,6298793103447;2861,9661781034483;1530,9645190994468;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1150;I;2378,242244897959;4,51114454339244;;2378,242244897959;1024,898881880227;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1151;I;2705,800612244898;4,451033301131812;;2705,800612244898;1370,4906219053544;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1152;I;2323,6491836734695;4,521163083769212;;2323,6491836734695;967,3002585427059;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1154;S;3415,5104081632653;4,320792276233783;3449,665512244898;3484,1621673673467;2187,924484497212;Abierta;0,1;0
